id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias
gp:AOqpTOGdAUOsujr1K2GKo73kWkEJ_7B6JgLznSTZEcfeDxCgEi2uvxeBXjAbAmx61LrwYOziSwBnBKoYYirgcg,Roberto Filho,https://lh3.googleusercontent.com/a-/AOh14GhTH9nCHGgWIKbiBpDT-nb8IVzOOQrnNkrSZ2zLYA,2019-11-26T02:08:01.140Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGdAUOsujr1K2GKo73kWkEJ_7B6JgLznSTZEcfeDxCgEi2uvxeBXjAbAmx61LrwYOziSwBnBKoYYirgcg,,Aplicativo muito útil e prático! Suporte ativo! Obrigado pela ajuda!,,,3.9.3,0,"[{""criteria"":""vaf_phase1_tax_preparation"",""rating"":null},{""criteria"":""vaf_phase1_trading_stocks"",""rating"":null},{""criteria"":""vaf_phase1_auto_investing"",""rating"":null}]"
gp:AOqpTOFjD0qcs628_2p23nCky6YSHK_Hcg87ADV9SMu_yMSa94cqOMXagF6ScbSMqSI_JQthdfIlJF04ZfX3Yw,Felipe Braga,https://lh3.googleusercontent.com/-d5ZMhxah93w/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nC9Q9VCWfFbocwiqKIlubfNC4gj3A/photo.jpg,2019-11-26T00:54:05.776Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFjD0qcs628_2p23nCky6YSHK_Hcg87ADV9SMu_yMSa94cqOMXagF6ScbSMqSI_JQthdfIlJF04ZfX3Yw,,"O aplicativo tinha atualizado tela de transferência, porém agora está com a versão antiga novamente, a versão nova é infinitamente mais prática. Uma estrela.",2019-11-26T16:26:22.530Z,"Olá, Felipe! Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos solicitar análise.",3.9.3,9,"[{""criteria"":""vaf_phase1_auto_insurance"",""rating"":2},{""criteria"":""vaf_phase1_financial_news"",""rating"":2},{""criteria"":""vaf_phase1_international_transfers"",""rating"":1}]"
gp:AOqpTOEKat1Oey-0OftPYEeo9Mr89CMwsZTBMM6-GDFozToVhCF13ieXMzrh3u0hQblzzT7uMLbrezKlh_SR1w,• Уαη Ќịŧαmüяα •,https://lh3.googleusercontent.com/a-/AOh14GgBRy66HxT-hYY0VRfwuiiRIilMEJdEmg3qonZDDQ,2019-11-25T20:24:47.957Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEKat1Oey-0OftPYEeo9Mr89CMwsZTBMM6-GDFozToVhCF13ieXMzrh3u0hQblzzT7uMLbrezKlh_SR1w,,Nice app,2019-11-26T18:37:06.893Z,Boa tarde! Ficamos contentes em saber que você tem tido uma boa experiência com a gente.,3.8.3,0,"[{""criteria"":""vaf_phase1_see_multiple_accounts"",""rating"":null},{""criteria"":""vaf_phase1_linking_bank_accounts"",""rating"":null},{""criteria"":""vaf_phase1_trading_stocks"",""rating"":null}]"
gp:AOqpTOGKbfz00KJyD9zRzeoa0SxnUj2JRQYt4DtpVuBCu_mHUxeE2vS-ubOpRA7bnkJK05HVjIAAXVRGo8s2eQ,KACHER ANTONIO PAMBOUKIAN,https://lh3.googleusercontent.com/-pE0W8ZOQvgA/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCGbJldLOciVJbHkHQ6nLqrJbW9rw/photo.jpg,2019-11-23T16:24:45.934Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGKbfz00KJyD9zRzeoa0SxnUj2JRQYt4DtpVuBCu_mHUxeE2vS-ubOpRA7bnkJK05HVjIAAXVRGo8s2eQ,,Muito bom,2019-12-04T17:56:30.746Z,Boa tarde! Agradecemos por seu comentário e ficamos felizes em saber que você tem tido uma boa experiência com o app Bradesco.,3.9.3,0,"[{""criteria"":""vaf_monitoring_credit"",""rating"":null},{""criteria"":""vaf_phase1_auto_investing"",""rating"":null},{""criteria"":""vaf_phase1_depositing_checks"",""rating"":null}]"
gp:AOqpTOFfSwh1qUohtQ2a0m3uTic_jnzeKAnMvpbTIJkft3SRZrF6fyCA0AiHyNpgclaSWSNAq55lbqSgr-czRQ,Júlia Silva,https://lh3.googleusercontent.com/a-/AOh14GhV7KQu2TwOz5X1EgRYJPjGxCCubb071MOLRss5eA,2019-11-23T03:22:19.771Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFfSwh1qUohtQ2a0m3uTic_jnzeKAnMvpbTIJkft3SRZrF6fyCA0AiHyNpgclaSWSNAq55lbqSgr-czRQ,,"Péssimo, já ativei minha chave de segurança e o app continua pedindo! Não consigo fazer pagamento nenhum",2019-11-26T14:42:08.947Z,"Bom dia, Júlia! Por favor, envie uma imagem (print) da tela de tentativa de utilização da chave de segurança, e mais detalhes para o e-mail aplicativos@bradesco.com.br. Vamos solicitar verificações.",3.9.3,0,"[{""criteria"":""vaf_phase1_tracking_finances"",""rating"":null},{""criteria"":""vaf_phase1_payday_loans"",""rating"":null},{""criteria"":""vaf_never_display_considerate_of_time"",""rating"":null}]"
gp:AOqpTOEskl5LrYGPkB8va4M4seUdpYfi4XovEbUbLTJnhjRkJGrmW2rb1bQ6MTDbUJ66RkXKBiBnPAxu1gR2Yg,Eric Bernardo,https://lh3.googleusercontent.com/a-/AOh14GhpAeHRaFB4sk0-2XnMhhcAmUNSOtZ3pkc3xISUcA,2019-11-22T23:10:47.909Z,4,4,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEskl5LrYGPkB8va4M4seUdpYfi4XovEbUbLTJnhjRkJGrmW2rb1bQ6MTDbUJ66RkXKBiBnPAxu1gR2Yg,,Falha de conexão. Tente novamente mais tarde. Android 7.,,,3.8.3,1,"[{""criteria"":""vaf_phase1_homescreen_widgets"",""rating"":null},{""criteria"":""vaf_phase1_linking_bank_accounts"",""rating"":null},{""criteria"":""vaf_phase1_managing_credit_cards"",""rating"":null}]"
gp:AOqpTOFXMa5vwLUVf7tzBVMEvlY7kR2C31qp8bjiGGyTrxbLuJqfuEokt1oqja_iN4ua4tLFtcNUe7-CfSMVJg,Dae Young Lee,https://lh3.googleusercontent.com/a-/AOh14GiBrI55-osuSK4jB0e9UVMwXimSjCgQL79onJ9feg,2019-11-22T14:16:29.445Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFXMa5vwLUVf7tzBVMEvlY7kR2C31qp8bjiGGyTrxbLuJqfuEokt1oqja_iN4ua4tLFtcNUe7-CfSMVJg,,Ok,,,3.8.3,0,"[{""criteria"":""vaf_phase1_auto_insurance"",""rating"":null},{""criteria"":""vaf_phase1_managing_mortgages"",""rating"":null},{""criteria"":""vaf_phase1_financial_news"",""rating"":null}]"
gp:AOqpTOF9_NVyiZosE732NHtckwFz1aBfDlYzDqNAoz-5--Mu2xb9ihn808KAw8mwlHA0hJClH_qiGeDEuMZ5bg,Omar Assim,https://lh3.googleusercontent.com/a-/AOh14GhHYZwML-qSo5CqMuuSscl8ZsHKhOPlC-fj-_uIOg,2019-11-22T13:44:58.642Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOF9_NVyiZosE732NHtckwFz1aBfDlYzDqNAoz-5--Mu2xb9ihn808KAw8mwlHA0hJClH_qiGeDEuMZ5bg,,Tudo otimo.,,,3.9.3,0,"[{""criteria"":""vaf_phase1_linking_bank_accounts"",""rating"":null},{""criteria"":""vaf_phase1_tracking_stocks"",""rating"":null},{""criteria"":""vaf_phase1_auto_investing"",""rating"":null}]"
gp:AOqpTOHq5wB_d-R6mYg5QqUv8Dp_RYBBoCZqzotxaL6qr3dW7LA1bSyqw_1r-n_-_yGMR29qKupIfd-Yxvua3Q,Yachirou Kusasichi,https://lh3.googleusercontent.com/a-/AOh14GjF_aldaEJcDWXJLqIAFE_gf3H68L2TO0t67Jo,2019-11-22T03:38:01.409Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHq5wB_d-R6mYg5QqUv8Dp_RYBBoCZqzotxaL6qr3dW7LA1bSyqw_1r-n_-_yGMR29qKupIfd-Yxvua3Q,,"The security key is lost definitely, if you lose or change your phone.",2019-12-02T14:30:57.670Z,"Bom dia! Informamos que havendo a reinstalação do app é necessário reativação da chave de segurança. Possuindo o cadastro no sistema de biometria do banco (leitura da palma da mão), a ativação da chave poderá ser efetuada por qualquer máquina de autoatendimento Bradesco ou do Banco 24 Horas.",3.8.3,1,"[{""criteria"":""vaf_never_display_easy_to_use"",""rating"":2},{""criteria"":""vaf_making_payments"",""rating"":null},{""criteria"":""vaf_phase1_payday_loans"",""rating"":null}]"
gp:AOqpTOGi_GQSfdFDIgGM6e0dV894w8Yi92zL_bR5pXSMauTFK1OLsWiNkVokY-VqiBjp5afFCEF_xahN4uikjA,Bruna Mori,https://lh3.googleusercontent.com/a-/AOh14GgiqK32b_Rl0h0i2hBogoPAnpLRJf59-4wa72_l,2019-11-21T23:52:27.494Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGi_GQSfdFDIgGM6e0dV894w8Yi92zL_bR5pXSMauTFK1OLsWiNkVokY-VqiBjp5afFCEF_xahN4uikjA,,It helps a lot!,,,3.9.3,0,"[{""criteria"":""vaf_phase1_trading_stocks"",""rating"":null},{""criteria"":""vaf_phase1_personal_loans"",""rating"":null},{""criteria"":""vaf_phase1_financial_news"",""rating"":null}]"
gp:AOqpTOFXt9Gqq2eurAVD8U28lZ_0XPRL3c2da1GJZaneVpL_QBReQAiSeGnc5uJo078MAn_eWv409QzVtRT9Xg,Michel Anderson,https://lh3.googleusercontent.com/a-/AOh14GhPSAmD5-6CVKkB0B3f8s7zx96pbZx9wIEjBQhw,2019-11-21T16:19:32.797Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFXt9Gqq2eurAVD8U28lZ_0XPRL3c2da1GJZaneVpL_QBReQAiSeGnc5uJo078MAn_eWv409QzVtRT9Xg,,App simples de usar e com várias opções para facilitar a vida! Faço todas as operações por aqui!,,,3.8.3,0,"[{""criteria"":""vaf_phase1_see_multiple_accounts"",""rating"":null},{""criteria"":""vaf_phase1_trading_stocks"",""rating"":null},{""criteria"":""vaf_phase1_managing_credit_cards"",""rating"":null}]"
gp:AOqpTOHQl2MWH1PNi6CMKpPjimg-f1GxHa0jpaLeVLgFp49oCz6egtd9yDDGNhUFPaMeuZ1K3B5zXxxel2HqdQ,Nicholas Checan,https://lh3.googleusercontent.com/a-/AOh14GiSFGM-tfaPigMR3D-20YlLbD5HgdunUrzDIUsLzw,2019-11-21T13:52:36.602Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHQl2MWH1PNi6CMKpPjimg-f1GxHa0jpaLeVLgFp49oCz6egtd9yDDGNhUFPaMeuZ1K3B5zXxxel2HqdQ,,"Péssimo aplicativo, erros técnicos triviais, impossibilidade de realizar uma simples operação de transferência. Eu não entendo como uma empresa desse porte pode proporcionar uma experiência tão ruim.",2019-11-26T14:01:59.349Z,"Bom dia, Nicholas! Por favor, envie uma imagem (print) da tela de utilização do app, e mais detalhes para o e-mail aplicativos@bradesco.com.br. Vamos solicitar análise.",3.2.28,0,"[{""criteria"":""vaf_never_display_positive_impact"",""rating"":2},{""criteria"":""vaf_never_display_inappropriate_ads"",""rating"":2},{""criteria"":""vaf_phase1_auto_investing"",""rating"":3}]"
gp:AOqpTOFh1fbJ6rwPTj3QXf-EdTpQpwOzIMfxiMJHp9mDEcaGqNGm9t3FK94jqkWJtXHPZom-6fHcKtQnXFhQGQ,Félix Ntui,https://lh3.googleusercontent.com/-DHFoTqIZpcM/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCIE4m4eL57ABh8nhDWnNz-aqYuMg/photo.jpg,2019-11-21T13:23:18.319Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFh1fbJ6rwPTj3QXf-EdTpQpwOzIMfxiMJHp9mDEcaGqNGm9t3FK94jqkWJtXHPZom-6fHcKtQnXFhQGQ,,"Muito bom,prestativo,facil de usar",,,3.9.3,0,"[{""criteria"":""vaf_phase1_budgeting"",""rating"":null},{""criteria"":""vaf_phase1_monitoring_credit"",""rating"":null},{""criteria"":""vaf_making_payments"",""rating"":null}]"
gp:AOqpTOExoctP9nJ0Y3HuvIPwCj7373LfaoZy-HKUDf6dhidNFd5Bmi1lps7n7P5cPHxiApwWOCLkKLA4cL1G7Q,Ana Paula G Cavalcante,https://lh3.googleusercontent.com/a-/AOh14Gg0urBFtrlrHWZvnszntWQZ_0ORJfb5lQFdDRoncA,2019-11-20T23:20:33.578Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOExoctP9nJ0Y3HuvIPwCj7373LfaoZy-HKUDf6dhidNFd5Bmi1lps7n7P5cPHxiApwWOCLkKLA4cL1G7Q,,Ruim,2019-11-21T13:39:03.170Z,"Oi, Paula! Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos solicitar verificações.",3.8.3,0,"[{""criteria"":""vaf_phase1_auto_insurance"",""rating"":null},{""criteria"":""vaf_phase1_fdic_insured"",""rating"":null},{""criteria"":""vaf_phase1_payday_loans"",""rating"":null}]"
gp:AOqpTOEGJhG7AWqm3AfjPQo6q7C4Jy5tCjtzEDI0ZVyliKiju98IcxdOvu2FsC-pwW7055tuolBsJ4sKjpTmtQ,Micael Fernandes,https://lh3.googleusercontent.com/a-/AOh14GiDDAzsH95cA5-s8zM_I9nMzXnzL6ivQIC-D7BJKg,2019-11-20T20:32:55.957Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEGJhG7AWqm3AfjPQo6q7C4Jy5tCjtzEDI0ZVyliKiju98IcxdOvu2FsC-pwW7055tuolBsJ4sKjpTmtQ,,Cheio de problemas,2019-11-21T13:48:43.732Z,"Oi, Micael! O que está acontecendo? Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos ajudar você.",3.8.3,0,"[{""criteria"":""vaf_phase1_auto_insurance"",""rating"":null},{""criteria"":""vaf_phase1_payday_loans"",""rating"":null},{""criteria"":""vaf_phase1_budgeting"",""rating"":null}]"
gp:AOqpTOF_bbwm3bjo5zeJobuF9jv1WRkJ6ZCh-6pbNyUyHamJNZKEcOuN0J_Hs0IVy-qos5doAVQl1JpRQP3zvQ,Jhonatan Rodolfo,https://lh3.googleusercontent.com/a-/AOh14Gg1mIQpCHVdAIGyXvFns_YArnkeXCfxHgDXBmGjKg,2019-11-20T16:41:58.223Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOF_bbwm3bjo5zeJobuF9jv1WRkJ6ZCh-6pbNyUyHamJNZKEcOuN0J_Hs0IVy-qos5doAVQl1JpRQP3zvQ,,"Muito bom! Porém deveria ter a opção de ""ADIANTAMENTO DE FATURA"" (PAGAMENTO/CARTÃO DE CRÉDITO). Porque facilitaria muito mais aos correntistas do que ter que ligar na central e fazer a confirmação de vários dados para então, conseguir adiar.",,,3.9.3,0,"[{""criteria"":""vaf_never_display_deceptive_ads"",""rating"":null},{""criteria"":""vaf_phase1_investing"",""rating"":null},{""criteria"":""vaf_phase1_see_multiple_accounts"",""rating"":null}]"
gp:AOqpTOGTCyU3kxnrmact9saZpfE9blPQbk1TbMaepRFJ6gHd9daoZQf8PW_4qDK_DcbV7WAc7cC7yHijeAef3g,J P,https://lh3.googleusercontent.com/-2mMC9VRz25U/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCTFWvdtdpSoKWKVB6hTW0qXDH9NQ/photo.jpg,2019-11-19T19:58:55.316Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGTCyU3kxnrmact9saZpfE9blPQbk1TbMaepRFJ6gHd9daoZQf8PW_4qDK_DcbV7WAc7cC7yHijeAef3g,,Pessimo,2019-11-20T21:43:09.980Z,"Olá! O que está ocorrendo? Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos solicitar análise.",3.8.3,0,"[{""criteria"":""vaf_phase1_monitoring_credit"",""rating"":null},{""criteria"":""vaf_phase1_payday_loans"",""rating"":null},{""criteria"":""vaf_tracking_finances"",""rating"":null}]"
gp:AOqpTOGpneGxB0qUjAtPhJrecvp9xYV8puzD0tXeq15LgbiTZHDxFJTann0VrAwJmgjQx6seevrCYNBBdrDuRg,Fernando Santos,https://lh3.googleusercontent.com/a-/AOh14GhhxAgL9_doyqsfYRLoy7OgywCQtqAffsrS-OaSMA,2019-11-19T07:27:01.976Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGpneGxB0qUjAtPhJrecvp9xYV8puzD0tXeq15LgbiTZHDxFJTann0VrAwJmgjQx6seevrCYNBBdrDuRg,,Ótimo,2019-11-27T13:32:01.465Z,Bom dia! Obrigado por seu comentário.,3.8.3,0,"[{""criteria"":""vaf_never_display_deceptive_ads"",""rating"":null},{""criteria"":""vaf_phase1_linking_bank_accounts"",""rating"":null},{""criteria"":""vaf_monitoring_credit"",""rating"":null}]"
gp:AOqpTOEQ9z7op5iEbPNTErpalsKTgZ9Bn7iIg32hogZfPJJcmx8h0Ic218U9pggosqg1Ddn2-SkC0FiQrgTroQ,Wagner Soares,https://lh3.googleusercontent.com/a-/AOh14Ggi_3f1zG9mQ327iRo2w0-YlkV5E52Fw3NlHqo9,2019-11-18T17:05:39.729Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEQ9z7op5iEbPNTErpalsKTgZ9Bn7iIg32hogZfPJJcmx8h0Ic218U9pggosqg1Ddn2-SkC0FiQrgTroQ,,Muito prático,2019-11-26T16:38:24.293Z,Boa tarde! Muito obrigado por seu feedback.,3.9.3,0,"[{""criteria"":""vaf_phase1_international_transfers"",""rating"":1},{""criteria"":""vaf_tracking_finances"",""rating"":1},{""criteria"":""vaf_phase1_financial_news"",""rating"":1}]"
gp:AOqpTOHdrhea2VFQH_fFYVVF36I5Vgdi5eq_7CZjRrmxk_43JZPZ5fz4BWoG9xMd8rvXJrTZ68DyijGNdPCing,Anthony Maniçoba,https://lh3.googleusercontent.com/a-/AOh14Gjyv4wJ6JgeWLnNhdGwLmpOxxMimlDiVb2gqlhPAg,2019-11-18T13:27:20.835Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHdrhea2VFQH_fFYVVF36I5Vgdi5eq_7CZjRrmxk_43JZPZ5fz4BWoG9xMd8rvXJrTZ68DyijGNdPCing,,"Péssimo, sempre lerdo!!!",2019-11-25T18:52:29.903Z,"Boa tarde, Anthony! Essa situação ocorre em alguma área especifica do app? Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos solicitar análise.",3.8.3,0,"[{""criteria"":""vaf_phase1_international_transfers"",""rating"":3},{""criteria"":""vaf_phase1_personal_loans"",""rating"":1},{""criteria"":""vaf_phase1_trading_stocks"",""rating"":3}]"
gp:AOqpTOEzLg5njalZzwAFdCbIfKbbSzQWgaKzZI6zXII9Ry4XBqIIGhnKWyvT2OMHR2SXGKLRC0dXwDF9HWPKNw,Joao Neto,https://lh3.googleusercontent.com/a-/AOh14Gh8rnawgx5FnsrH2l05-6FeNFAwDzrNBglR9Kw1EQ,2019-11-18T13:14:11.130Z,2,2,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOEzLg5njalZzwAFdCbIfKbbSzQWgaKzZI6zXII9Ry4XBqIIGhnKWyvT2OMHR2SXGKLRC0dXwDF9HWPKNw,,"Experiência de usuário é péssima. Fazem você configurar um token no app, e depois vc não consegue resolver nada pelo app, tudo tem que ser indo até uma agência. De nada adianta ter o aplicativo, se a parte burocrática tem que ser na agência. O app só ajuda em poucos serviços. Coisas simples como resetar uma senha não funciona direito, pq o fluxo do app é falho. Vai pro Itaú ou Nubank que é menos dor de cabeça.",,,3.9.3,0,"[{""criteria"":""vaf_phase1_managing_credit_cards"",""rating"":null},{""criteria"":""vaf_never_display_easy_to_use"",""rating"":null},{""criteria"":""vaf_phase1_tax_preparation"",""rating"":null}]"
gp:AOqpTOGaV0e28_Ez-7lxcgSEl3rKFwFqotuKAzQHg46cwo0-FWoj_Z_EwVhubeDAAGb4EA3-apuNUL0lk4msNQ,Luciano de Castro Martins,https://lh3.googleusercontent.com/-Ta4Iy1-FFzM/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nB76SbeesgfBWAiWNjhYlMqFkiyiA/photo.jpg,2019-11-18T12:47:28.704Z,2,2,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGaV0e28_Ez-7lxcgSEl3rKFwFqotuKAzQHg46cwo0-FWoj_Z_EwVhubeDAAGb4EA3-apuNUL0lk4msNQ,,Péssima experiência de uso,2019-11-18T19:27:06.607Z,"Boa tarde, Luciano! O que está acontecendo? Por favor, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos ajudar você.",3.9.3,0,"[{""criteria"":""vaf_never_display_spend_more_time"",""rating"":null},{""criteria"":""vaf_phase1_personal_loans"",""rating"":null},{""criteria"":""vaf_phase1_tracking_finances"",""rating"":null}]"
gp:AOqpTOHijaIlhlXbih2qD8d_MP0kicEmRr9jeN60qtayvM0qz2zxNal7K93mRc-rVQ5nkvZBxcPBuTS7yZCcBw,Don Eddie Costa,https://lh3.googleusercontent.com/a-/AOh14Gg4-HykO3goaHF1ol43g99IxwoN5vmhNDMruI16Wb8,2019-11-18T11:15:27.234Z,3,3,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOHijaIlhlXbih2qD8d_MP0kicEmRr9jeN60qtayvM0qz2zxNal7K93mRc-rVQ5nkvZBxcPBuTS7yZCcBw,,Da erro nas transações que faço como se tivesse usando um navegador.,2019-11-27T14:27:51.926Z,"Olá! Por favor, envie uma imagem (print) da tela de utilização do app, e mais detalhes para o e-mail aplicativos@bradesco.com.br. Vamos solicitar análise.",3.8.3,0,"[{""criteria"":""vaf_never_display_spend_more_time"",""rating"":2},{""criteria"":""vaf_phase1_monitoring_credit"",""rating"":3},{""criteria"":""vaf_phase1_personal_loans"",""rating"":3}]"
gp:AOqpTOGNMYEWdqjSXrbFYhkOUApmVHhNKka4CzzEx48W6_aZTXP_p4zcAWXHievGRmdhkfHgd0cbDk1Va_02PA,Maikel Lopez,https://lh3.googleusercontent.com/a-/AOh14GhO8Ffa2RK2-lP7v-ce7pn-VgmFYatCYSBdIor4,2019-11-17T14:39:15.486Z,5,5,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGNMYEWdqjSXrbFYhkOUApmVHhNKka4CzzEx48W6_aZTXP_p4zcAWXHievGRmdhkfHgd0cbDk1Va_02PA,,Otimo,2019-11-29T17:28:48.516Z,Boa tarde! Ficamos contentes em saber que você tem tido uma boa experiência com a gente.,3.8.3,0,"[{""criteria"":""vaf_phase1_life_insurance"",""rating"":null},{""criteria"":""vaf_never_display_useful_notifications"",""rating"":null},{""criteria"":""vaf_phase1_tax_preparation"",""rating"":null}]"
gp:AOqpTOFvfsQczOzX3P1NoNMTx4cxXYSUfgXZmxDzFEP4WgbUwA5W72EVbiKkUj2hRa7UafjKWzz-OVhphYdPMA,Marcos Antonio,https://lh3.googleusercontent.com/a-/AOh14GjlSVS97UHb9telk_BmFa5I6YAGRHMvmQv5V7_N,2019-11-17T14:27:19.286Z,2,2,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFvfsQczOzX3P1NoNMTx4cxXYSUfgXZmxDzFEP4WgbUwA5W72EVbiKkUj2hRa7UafjKWzz-OVhphYdPMA,,"Bem paia, o aplicativo parece um mirror de um site, ficou feio e tu tem que tirar o dinheiro rápido para o banco não comer seu dinheiro",,,3.8.3,0,"[{""criteria"":""vaf_phase1_investing"",""rating"":2},{""criteria"":""vaf_phase1_depositing_checks"",""rating"":2},{""criteria"":""vaf_phase1_getting_credit_scores"",""rating"":2}]"
gp:AOqpTOE6aKz-W8pYi-9T0arX8aUJI_m7exJXm-LLy7xAL6Rs7qSKjExt5F4DdV1nXmfofqRy23Z5QOqa4r4qww,Wallace Junior,https://lh3.googleusercontent.com/a-/AOh14GjX781Pr0Fnmry7fhErM_rulaLlrO3r0kW6M29UiA,2019-11-17T00:45:02.129Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOE6aKz-W8pYi-9T0arX8aUJI_m7exJXm-LLy7xAL6Rs7qSKjExt5F4DdV1nXmfofqRy23Z5QOqa4r4qww,,nao consigo ativar,2019-11-25T18:19:33.469Z,"Boa tarde, Wallace! Por gentileza, envie mais informações para o e-mail aplicativos@bradesco.com.br. Vamos solicitar verificações.",3.8.3,0,"[{""criteria"":""vaf_phase1_making_payments"",""rating"":null},{""criteria"":""vaf_never_display_useful_notifications"",""rating"":null},{""criteria"":""vaf_monitoring_credit"",""rating"":null}]"
gp:AOqpTOGZvqBHpJRS3QZkpH0eQAGXq9SyPo9hY5y5R-lJjDWk9fkpWmRQYTO2kaorWTRXVToaWl7CFXKcxPJeoA,Kely Portella,https://lh3.googleusercontent.com/a-/AOh14GjW-iqqt-ptfc0T3xnZG5lUmmzSXThmZXQXQXE1Xac,2019-11-15T00:31:13.430Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOGZvqBHpJRS3QZkpH0eQAGXq9SyPo9hY5y5R-lJjDWk9fkpWmRQYTO2kaorWTRXVToaWl7CFXKcxPJeoA,,"O aplicativo em si e bom , o problema é o próprio BANK, pra cobrar é rápido, más para desbloquear um cartão é pior que esperar na fila do SUS.",,,3.8.3,0,"[{""criteria"":""vaf_phase1_life_insurance"",""rating"":null},{""criteria"":""vaf_never_display_useful_notifications"",""rating"":null},{""criteria"":""vaf_phase1_depositing_checks"",""rating"":null}]"
gp:AOqpTOFC61mBrhKpZd44raLyQNXQPBAJ8o4qHmMuL6FkRPatql2Yg8t95eReUUlqluC9pyPz-UdHGDyVmksj_Q,Silas Delgado,https://lh3.googleusercontent.com/-MFhX7DQzHK8/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nCEu68RRW0BU1pxFpUPqHtMq5pmQg/photo.jpg,2019-11-14T20:56:39.993Z,1,1,https://play.google.com/store/apps/details?id=com.bradesco&reviewId=gp:AOqpTOFC61mBrhKpZd44raLyQNXQPBAJ8o4qHmMuL6FkRPatql2Yg8t95eReUUlqluC9pyPz-UdHGDyVmksj_Q,,"O pior app de banco que já usei (já tive Itaú, BB e Santander). Lento, trava, da msg de erro, não guarda lista de favoritos (para depósito e recarga de celular). Se o banco fosse avalidado pelo app, não recomendaria.",,,3.8.3,0,"[{""criteria"":""vaf_never_display_positive_impact"",""rating"":2},{""criteria"":""vaf_monitoring_credit"",""rating"":2},{""criteria"":""vaf_phase1_trading_stocks"",""rating"":2}]"
